,Chromosome,Start,End,Name,Score,Strand,ThickStart,ThickEnd,ItemRGB,BlockCount
14559,chr6,28133962,28134432,.,890,.,38.70467,-1.0,4.94451,235
14560,chr6,90179165,90179635,.,917,.,38.68201,-1.0,4.94451,235
14561,chr6,42309686,42310156,.,916,.,38.66863,-1.0,4.94451,235
14562,chr6,117478349,117478819,.,912,.,38.64521,-1.0,4.94451,235
14563,chr6,70103742,70104212,.,906,.,38.48237,-1.0,4.94451,235
14564,chr6,109783217,109783687,.,819,.,38.43235,-1.0,4.94451,235
14565,chr6,52590262,52590732,.,908,.,38.41436,-1.0,4.94451,235
14566,chr6,4790425,4790895,.,741,.,38.29989,-1.0,4.94451,235
14567,chr6,25138122,25138592,.,793,.,38.27731,-1.0,4.94451,235
14568,chr6,8219511,8219981,.,833,.,38.26802,-1.0,4.94451,235
14569,chr6,51531530,51532000,.,903,.,38.21749,-1.0,4.94451,235
14570,chr6,128882932,128883402,.,864,.,38.12778,-1.0,4.94451,235
14571,chr6,68958321,68958791,.,891,.,38.11154,-1.0,4.94451,235
14572,chr6,14879963,14880433,.,899,.,37.8888,-1.0,4.94451,235
14573,chr6,22906106,22906576,.,920,.,37.84172,-1.0,4.94451,235
14574,chr6,26188773,26189243,.,795,.,37.80876,-1.0,4.94451,235
14575,chr6,42044206,42044611,.,640,.,37.76778,-1.0,4.94451,399
14576,chr6,17504896,17505366,.,586,.,37.74584,-1.0,4.94451,235
14577,chr6,105835326,105835796,.,840,.,37.71821,-1.0,4.94451,235
14578,chr6,137878968,137879438,.,722,.,37.62551,-1.0,4.94451,235
14579,chr6,162736897,162737367,.,715,.,37.53778,-1.0,4.94451,235
14580,chr6,69729788,69730258,.,799,.,37.52842,-1.0,4.94451,235
14581,chr6,85126911,85127381,.,751,.,37.51168,-1.0,4.94451,235
14582,chr6,167968069,167968539,.,700,.,37.51008,-1.0,4.94451,235
14583,chr6,15512164,15512634,.,580,.,37.49487,-1.0,4.94451,235
14584,chr6,35568905,35569375,.,861,.,37.39612,-1.0,4.94451,235
14585,chr6,149473231,149473701,.,680,.,37.34911,-1.0,4.94451,235
14586,chr6,109440651,109441121,.,823,.,37.3306,-1.0,4.94451,235
14587,chr6,170043242,170043712,.,832,.,37.19293,-1.0,4.94451,235
14588,chr6,3068763,3069233,.,890,.,37.18181,-1.0,4.94451,235
14589,chr6,151763285,151763755,.,885,.,37.17768,-1.0,4.94451,235
14590,chr6,31441606,31441994,.,1000,.,37.15028,-1.0,4.94451,384
14591,chr6,33702348,33702818,.,896,.,37.13136,-1.0,4.94451,235
14592,chr6,12504340,12504810,.,903,.,37.13128,-1.0,4.94451,235
14593,chr6,164927524,164927932,.,1000,.,37.11159,-1.0,4.94451,405
14594,chr6,42786110,42786580,.,887,.,37.06666,-1.0,4.94451,235
14595,chr6,138004379,138004849,.,823,.,37.00171,-1.0,4.94451,235
14596,chr6,43774881,43775351,.,763,.,36.84031,-1.0,4.94451,235
14597,chr6,125154760,125155230,.,736,.,36.79316,-1.0,4.94451,235
14598,chr6,157898136,157898606,.,779,.,36.77006,-1.0,4.94451,235
14599,chr6,136792469,136792679,.,818,.,36.75058,-1.0,4.94451,124
14600,chr6,13624779,13625249,.,859,.,36.73657,-1.0,4.94451,235
14601,chr6,70289291,70289761,.,856,.,36.72645,-1.0,4.94451,235
14602,chr6,136927308,136927778,.,551,.,36.68985,-1.0,4.94451,235
14603,chr6,35757417,35757887,.,780,.,36.66976,-1.0,4.94451,235
14604,chr6,106979714,106979842,.,932,.,36.53551,-1.0,4.94451,95
14605,chr6,135438863,135439333,.,897,.,36.51979,-1.0,4.94451,235
14606,chr6,148380513,148380983,.,561,.,36.44209,-1.0,4.94451,235
14607,chr6,79949105,79949575,.,896,.,36.35977,-1.0,4.94451,235
14608,chr6,150668390,150668860,.,786,.,36.33445,-1.0,4.94451,235
14609,chr6,149082383,149082853,.,563,.,36.10743,-1.0,4.94451,235
14610,chr6,168451778,168452248,.,876,.,36.03988,-1.0,4.94451,235
14611,chr6,150007077,150007547,.,850,.,35.99931,-1.0,4.94451,235
14612,chr6,16184055,16184525,.,894,.,35.96288,-1.0,4.94451,235
14613,chr6,57172558,57173028,.,673,.,35.86874,-1.0,4.94451,235
14614,chr6,2158530,2159000,.,850,.,35.82314,-1.0,4.94451,235
14615,chr6,57316669,57317139,.,860,.,35.76498,-1.0,4.94451,235
14616,chr6,34982251,34982721,.,703,.,35.59596,-1.0,4.94451,235
14617,chr6,97214982,97215452,.,614,.,35.59068,-1.0,4.94451,235
14618,chr6,158660161,158660631,.,808,.,35.48158,-1.0,4.94451,235
14619,chr6,130843531,130844001,.,541,.,35.40562,-1.0,4.94451,235
14620,chr6,29650207,29650677,.,777,.,35.2157,-1.0,4.94451,235
14621,chr6,71444238,71444708,.,849,.,35.0839,-1.0,4.94451,235
14622,chr6,166383649,166384119,.,750,.,35.07738,-1.0,4.94451,235
14623,chr6,140011647,140012117,.,901,.,35.05859,-1.0,4.94451,235
14624,chr6,37365669,37366139,.,691,.,35.01607,-1.0,4.94451,235
14625,chr6,144283945,144284415,.,823,.,34.68729,-1.0,4.94451,235
14626,chr6,6788323,6788793,.,820,.,34.67338,-1.0,4.94451,235
14627,chr6,6560794,6561264,.,869,.,34.55309,-1.0,4.94451,235
14628,chr6,74870448,74870918,.,776,.,34.55046,-1.0,4.94451,235
14629,chr6,109691291,109691761,.,755,.,34.54902,-1.0,4.94451,235
14630,chr6,157323336,157323806,.,805,.,34.52493,-1.0,4.94451,235
14631,chr6,159968525,159968995,.,788,.,34.48751,-1.0,4.94451,235
14632,chr6,22145795,22146265,.,870,.,34.46391,-1.0,4.94451,235
14633,chr6,32113868,32114338,.,875,.,34.44829,-1.0,4.94451,235
14634,chr6,104859498,104859968,.,881,.,34.35843,-1.0,4.94451,235
14635,chr6,18823736,18824206,.,799,.,34.26991,-1.0,4.94451,235
14636,chr6,155495091,155495561,.,818,.,34.19808,-1.0,4.94451,235
14637,chr6,70221118,70221588,.,916,.,34.15356,-1.0,4.94451,235
14638,chr6,26055230,26055700,.,868,.,33.96317,-1.0,4.94451,235
14639,chr6,14638776,14639246,.,851,.,33.88872,-1.0,4.94451,235
14640,chr6,57268036,57268506,.,857,.,33.86696,-1.0,4.94451,235
14641,chr6,76861395,76861865,.,724,.,33.85004,-1.0,4.94451,235
14642,chr6,87831932,87832402,.,816,.,33.78866,-1.0,4.94451,235
14643,chr6,32608392,32608862,.,875,.,33.78306,-1.0,4.94451,235
14644,chr6,40804939,40805409,.,637,.,33.75991,-1.0,4.94451,235
14645,chr6,95364014,95364484,.,869,.,33.62694,-1.0,4.94451,235
14646,chr6,41801345,41801815,.,843,.,33.52213,-1.0,4.94451,235
14647,chr6,157982836,157983306,.,880,.,33.48812,-1.0,4.94451,235
14648,chr6,11822258,11822728,.,647,.,33.40617,-1.0,4.94451,235
14649,chr6,34791700,34792170,.,869,.,33.3611,-1.0,4.94451,235
14650,chr6,32984947,32985417,.,773,.,33.34793,-1.0,4.94451,235
14651,chr6,131459912,131460382,.,857,.,33.30301,-1.0,4.94451,235
14652,chr6,32413442,32413844,.,1000,.,33.30229,-1.0,4.94451,387
14653,chr6,140052715,140053185,.,703,.,33.19219,-1.0,4.94451,235
14654,chr6,31806632,31807102,.,782,.,33.18192,-1.0,4.94451,235
14655,chr6,36897606,36898076,.,873,.,33.04706,-1.0,4.94451,235
14656,chr6,41182036,41182506,.,731,.,33.02054,-1.0,4.94451,235
14657,chr6,114343430,114343900,.,718,.,32.90998,-1.0,4.94451,235
14658,chr6,152953104,152953574,.,827,.,32.83705,-1.0,4.94451,235
14659,chr6,5996024,5996494,.,832,.,32.82954,-1.0,4.94451,235
14660,chr6,122838057,122838527,.,598,.,32.69989,-1.0,4.94451,235
14661,chr6,41191522,41191992,.,792,.,32.66527,-1.0,4.94451,235
14662,chr6,44128079,44128549,.,891,.,32.60554,-1.0,4.94451,235
14663,chr6,24933803,24934273,.,799,.,32.55579,-1.0,4.94451,235
14664,chr6,116115710,116116180,.,846,.,32.53537,-1.0,4.94451,235
14665,chr6,159463410,159463880,.,764,.,32.51029,-1.0,4.94451,235
14666,chr6,142886802,142887272,.,830,.,32.4431,-1.0,4.94451,235
14667,chr6,2911647,2912117,.,848,.,32.4293,-1.0,4.94451,235
14668,chr6,127690028,127690498,.,859,.,32.26111,-1.0,4.94451,235
14669,chr6,39301578,39302048,.,825,.,32.24776,-1.0,4.94451,235
14670,chr6,85677270,85677740,.,790,.,32.24345,-1.0,4.94451,235
14671,chr6,8888411,8888881,.,830,.,32.23571,-1.0,4.94451,235
14672,chr6,90296741,90297211,.,670,.,32.12144,-1.0,4.94451,235
14673,chr6,145453311,145453781,.,705,.,32.00514,-1.0,4.94451,235
14674,chr6,35017588,35018058,.,849,.,31.9953,-1.0,4.94451,235
14675,chr6,83065658,83066115,.,1000,.,31.99497,-1.0,4.94451,451
14676,chr6,162123705,162124175,.,777,.,31.98264,-1.0,4.94451,235
14677,chr6,30453625,30454027,.,1000,.,31.90161,-1.0,4.94451,390
14678,chr6,11618494,11618964,.,859,.,31.8853,-1.0,4.94451,235
14679,chr6,104789813,104790283,.,787,.,31.81621,-1.0,4.94451,235
14680,chr6,4856787,4857257,.,777,.,31.78015,-1.0,4.94451,235
14681,chr6,41066990,41067460,.,579,.,31.68114,-1.0,4.94451,235
14682,chr6,121354700,121355170,.,839,.,31.59903,-1.0,4.94451,235
14683,chr6,100657686,100658156,.,835,.,31.59498,-1.0,4.94451,235
14684,chr6,156876245,156876715,.,583,.,31.54608,-1.0,4.94451,235
14685,chr6,84728550,84729020,.,755,.,31.52455,-1.0,4.94451,235
14686,chr6,45922942,45923412,.,651,.,31.46311,-1.0,4.94451,235
14687,chr6,110341863,110342333,.,759,.,31.46178,-1.0,4.94451,235
14688,chr6,136547334,136547804,.,745,.,31.4324,-1.0,4.94451,235
14689,chr6,157644340,157644810,.,809,.,31.3673,-1.0,4.94451,235
14690,chr6,161837113,161837583,.,558,.,31.36462,-1.0,4.94451,235
14691,chr6,15691215,15691651,.,904,.,31.26694,-1.0,4.94451,421
14692,chr6,112269115,112269585,.,855,.,31.24712,-1.0,4.94451,235
14693,chr6,168713783,168714253,.,761,.,31.17638,-1.0,4.94451,235
14694,chr6,126657507,126657977,.,544,.,31.16927,-1.0,4.94451,235
14695,chr6,161618792,161619262,.,794,.,31.08535,-1.0,4.94451,235
14696,chr6,127539239,127539709,.,783,.,31.0769,-1.0,4.94451,235
14697,chr6,93721348,93721818,.,841,.,31.00331,-1.0,4.94451,235
14698,chr6,154675508,154675998,.,811,.,30.9487,-1.0,4.94451,457
14699,chr6,32432086,32432556,.,755,.,30.79026,-1.0,4.94451,235
14700,chr6,137702776,137703246,.,836,.,30.72088,-1.0,4.94451,235
14701,chr6,14321974,14322444,.,708,.,30.68667,-1.0,4.94451,235
14702,chr6,128295649,128296119,.,793,.,30.68447,-1.0,4.94451,235
14703,chr6,20550318,20550788,.,863,.,30.66991,-1.0,4.94451,235
14704,chr6,37484334,37484804,.,837,.,30.65705,-1.0,4.94451,235
14705,chr6,107657774,107658244,.,852,.,30.65556,-1.0,4.94451,235
14706,chr6,1604302,1604737,.,649,.,30.64732,-1.0,4.94451,413
14707,chr6,31689477,31689947,.,842,.,30.64052,-1.0,4.94451,235
14708,chr6,139895340,139895810,.,841,.,30.62248,-1.0,4.94451,235
14709,chr6,31712256,31712726,.,827,.,30.62039,-1.0,4.94451,235
14710,chr6,18749257,18749727,.,853,.,30.6129,-1.0,4.94451,235
14711,chr6,46103374,46103844,.,821,.,30.59807,-1.0,4.94451,235
14712,chr6,157281558,157282028,.,859,.,30.59516,-1.0,4.94451,235
14713,chr6,142537864,142538334,.,742,.,30.5657,-1.0,4.94451,235
14714,chr6,74812139,74812609,.,770,.,30.50112,-1.0,4.94451,235
14715,chr6,125753582,125754052,.,654,.,30.49502,-1.0,4.94451,235
14716,chr6,152164981,152165451,.,764,.,30.49279,-1.0,4.94451,235
14717,chr6,30075653,30076123,.,845,.,30.47887,-1.0,4.94451,235
14718,chr6,167524281,167524751,.,626,.,30.29353,-1.0,4.94451,235
14719,chr6,42726757,42727227,.,646,.,30.26366,-1.0,4.94451,235
14720,chr6,44005100,44005570,.,795,.,30.21155,-1.0,4.94451,235
14721,chr6,137165995,137166465,.,845,.,30.20565,-1.0,4.94451,235
14722,chr6,73285645,73286115,.,547,.,30.1963,-1.0,4.94451,235
14723,chr6,30259669,30260139,.,747,.,30.18403,-1.0,4.94451,235
14724,chr6,166465601,166466071,.,784,.,30.16701,-1.0,4.94451,235
14725,chr6,3978378,3978848,.,588,.,30.15267,-1.0,4.94451,235
14726,chr6,28988450,28988920,.,567,.,30.13985,-1.0,4.94451,235
14727,chr6,41318998,41319468,.,758,.,30.13449,-1.0,4.94451,235
14728,chr6,159151433,159151903,.,634,.,30.12605,-1.0,4.94451,235
14729,chr6,149834468,149834921,.,1000,.,30.05886,-1.0,4.94451,433
14730,chr6,119116829,119117299,.,668,.,29.98123,-1.0,4.94451,235
14731,chr6,7339085,7339555,.,828,.,29.96531,-1.0,4.94451,235
14732,chr6,10886899,10887369,.,699,.,29.94159,-1.0,4.94451,235
14733,chr6,17280513,17280983,.,847,.,29.88565,-1.0,4.94451,235
14734,chr6,89239260,89239730,.,795,.,29.84821,-1.0,4.94451,235
14735,chr6,4021497,4021967,.,827,.,29.80949,-1.0,4.94451,235
14736,chr6,108115669,108116139,.,698,.,29.80341,-1.0,4.94451,235
14737,chr6,21935727,21936197,.,833,.,29.74378,-1.0,4.94451,235
14738,chr6,51558995,51559465,.,770,.,29.71546,-1.0,4.94451,235
14739,chr6,2875345,2875815,.,670,.,29.67118,-1.0,4.94451,235
14740,chr6,168333006,168333476,.,869,.,29.61105,-1.0,4.94451,235
14741,chr6,57579456,57579926,.,813,.,29.60079,-1.0,4.94451,235
14742,chr6,15274641,15275111,.,725,.,29.57298,-1.0,4.94451,235
14743,chr6,34196383,34196853,.,648,.,29.56967,-1.0,4.94451,235
14744,chr6,160103281,160103751,.,799,.,29.56762,-1.0,4.94451,235
14745,chr6,149929368,149929838,.,805,.,29.53319,-1.0,4.94451,235
14746,chr6,95866696,95867166,.,830,.,29.49215,-1.0,4.94451,235
14747,chr6,17469364,17469834,.,653,.,29.42058,-1.0,4.94451,235
14748,chr6,152485590,152486060,.,774,.,29.41067,-1.0,4.94451,235
14749,chr6,159608944,159609414,.,825,.,29.36328,-1.0,4.94451,235
14750,chr6,138285729,138286199,.,781,.,29.31166,-1.0,4.94451,235
14751,chr6,68968221,68968691,.,660,.,29.22455,-1.0,4.94451,235
14752,chr6,87796469,87796939,.,823,.,29.1912,-1.0,4.94451,235
14753,chr6,123777537,123778007,.,634,.,29.15646,-1.0,4.94451,235
14754,chr6,41592000,41592373,.,1000,.,29.06961,-1.0,4.94451,371
14755,chr6,161498420,161498890,.,817,.,29.00546,-1.0,4.94451,235
14756,chr6,150876618,150877088,.,766,.,29.00468,-1.0,4.94451,235
14757,chr6,134741075,134741545,.,705,.,29.00462,-1.0,4.94451,235
14758,chr6,154500818,154501288,.,834,.,28.99919,-1.0,4.94451,235
14759,chr6,160041469,160041939,.,845,.,28.90285,-1.0,4.94451,235
14760,chr6,109440880,109441350,.,610,.,28.85757,-1.0,4.94451,235
14761,chr6,60936050,60936520,.,798,.,28.84274,-1.0,4.94451,235
14762,chr6,153553641,153554111,.,821,.,28.83659,-1.0,4.94451,235
14763,chr6,62283782,62284252,.,756,.,28.61737,-1.0,4.94451,235
14764,chr6,38570673,38571143,.,775,.,28.50789,-1.0,4.94451,235
14765,chr6,165755526,165755996,.,814,.,28.49147,-1.0,4.94451,235
14766,chr6,96542659,96543129,.,787,.,28.48871,-1.0,4.94451,235
14767,chr6,33700616,33701086,.,607,.,28.44793,-1.0,4.94451,235
14768,chr6,125996135,125996605,.,844,.,28.40757,-1.0,4.94451,235
14769,chr6,38024309,38024779,.,832,.,28.3583,-1.0,4.94451,235
14770,chr6,122290086,122290556,.,746,.,28.35581,-1.0,4.94451,235
14771,chr6,126170850,126171320,.,812,.,28.32572,-1.0,4.94451,235
14772,chr6,71621877,71622347,.,815,.,28.32006,-1.0,4.94451,235
14773,chr6,7389894,7390364,.,659,.,28.22813,-1.0,4.94451,235
14774,chr6,93418273,93418743,.,801,.,28.12964,-1.0,4.94451,235
14775,chr6,118796636,118797106,.,733,.,27.86887,-1.0,4.94451,235
14776,chr6,7721626,7722096,.,615,.,27.80381,-1.0,4.94451,235
14777,chr6,157106,157576,.,671,.,27.68607,-1.0,4.94451,235
14778,chr6,35449554,35450024,.,637,.,27.48681,-1.0,4.94451,235
14779,chr6,6220694,6221164,.,694,.,27.43881,-1.0,4.94451,235
14780,chr6,13383609,13384079,.,684,.,27.42737,-1.0,4.94451,235
14781,chr6,136550548,136551018,.,681,.,27.41186,-1.0,4.94451,235
14782,chr6,97586328,97586798,.,786,.,27.40845,-1.0,4.94451,235
14783,chr6,25890440,25890910,.,656,.,27.36743,-1.0,4.94451,235
14784,chr6,30411568,30412038,.,700,.,27.2584,-1.0,4.94451,235
14785,chr6,141675919,141676389,.,797,.,27.19366,-1.0,4.94451,235
14786,chr6,170302138,170302608,.,660,.,27.04095,-1.0,4.94451,235
14787,chr6,13278144,13278614,.,743,.,26.9368,-1.0,4.94451,235
14788,chr6,140105877,140106347,.,802,.,26.89466,-1.0,4.94451,235
14789,chr6,119720169,119720639,.,643,.,26.88319,-1.0,4.94451,235
14790,chr6,52263734,52264116,.,1000,.,26.77885,-1.0,4.94451,382
14791,chr6,15893504,15893974,.,574,.,26.70272,-1.0,4.94451,235
14792,chr6,162915458,162915928,.,794,.,26.67181,-1.0,4.94451,235
14793,chr6,90296940,90297410,.,803,.,26.65129,-1.0,4.94451,235
14794,chr6,33822532,33823002,.,680,.,26.63504,-1.0,4.94451,235
14795,chr6,73652509,73652979,.,840,.,26.44939,-1.0,4.94451,235
14796,chr6,33607683,33608153,.,778,.,26.36698,-1.0,4.94451,235
14797,chr6,149484702,149485172,.,800,.,26.21683,-1.0,4.94451,235
14798,chr6,32922085,32922555,.,665,.,26.19927,-1.0,4.94451,235
14799,chr6,13814074,13814544,.,590,.,26.1647,-1.0,4.94451,235
14800,chr6,69867415,69867885,.,543,.,26.03495,-1.0,4.94451,235
14801,chr6,91198641,91199111,.,757,.,25.82345,-1.0,4.94451,235
14802,chr6,1635322,1635792,.,609,.,25.81684,-1.0,4.94451,235
14803,chr6,64280526,64280996,.,783,.,25.77361,-1.0,4.94451,235
14804,chr6,118800670,118801140,.,635,.,25.7725,-1.0,4.94451,235
14805,chr6,107028078,107028548,.,806,.,25.53972,-1.0,4.94451,235
14806,chr6,108168405,108168875,.,579,.,25.52665,-1.0,4.94451,235
14807,chr6,139135598,139136068,.,780,.,25.51793,-1.0,4.94451,235
14808,chr6,30687735,30688205,.,696,.,25.4693,-1.0,4.94451,235
14809,chr6,157873891,157874361,.,615,.,25.42808,-1.0,4.94451,235
14810,chr6,90287039,90287509,.,653,.,25.39315,-1.0,4.94451,235
14811,chr6,70551525,70551995,.,689,.,25.3821,-1.0,4.94451,235
14812,chr6,17584219,17584701,.,1000,.,25.37884,-1.0,4.94451,472
14813,chr6,2744379,2744849,.,671,.,25.34947,-1.0,4.94451,235
14814,chr6,127547191,127547661,.,545,.,25.34767,-1.0,4.94451,235
14815,chr6,26321993,26322463,.,558,.,25.34756,-1.0,4.94451,235
14816,chr6,34638059,34638529,.,629,.,25.34686,-1.0,4.94451,235
14817,chr6,47477833,47478303,.,759,.,25.30051,-1.0,4.94451,235
14818,chr6,106609680,106610150,.,714,.,25.29137,-1.0,4.94451,235
14819,chr6,162119281,162119751,.,601,.,25.25455,-1.0,4.94451,235
14820,chr6,70901293,70901763,.,742,.,25.15705,-1.0,4.94451,235
14821,chr6,117840662,117841132,.,727,.,25.1245,-1.0,4.94451,235
14822,chr6,37059197,37059667,.,548,.,25.0976,-1.0,4.94451,235
14823,chr6,163500993,163501463,.,607,.,24.97224,-1.0,4.94451,235
14824,chr6,158131913,158132383,.,758,.,24.92029,-1.0,4.94451,235
14825,chr6,87391337,87391807,.,733,.,24.90648,-1.0,4.94451,235
14826,chr6,112087238,112087708,.,595,.,24.85045,-1.0,4.94451,235
14827,chr6,145214655,145215125,.,705,.,24.83143,-1.0,4.94451,235
14828,chr6,150071272,150071742,.,671,.,24.7529,-1.0,4.94451,235
14829,chr6,6479818,6480288,.,730,.,24.71854,-1.0,4.94451,235
14830,chr6,131116943,131117413,.,572,.,24.69654,-1.0,4.94451,235
14831,chr6,33771457,33771880,.,1000,.,24.69648,-1.0,4.94451,423
14832,chr6,79586528,79586998,.,670,.,24.688,-1.0,4.94451,235
14833,chr6,114748053,114748523,.,646,.,24.64545,-1.0,4.94451,235
14834,chr6,170522744,170523214,.,663,.,24.64487,-1.0,4.94451,235
14835,chr6,107848210,107848643,.,1000,.,24.6218,-1.0,4.94451,416
14836,chr6,36341104,36341574,.,691,.,24.62097,-1.0,4.94451,235
14837,chr6,36098870,36099340,.,699,.,24.61301,-1.0,4.94451,235
14838,chr6,117776408,117776878,.,678,.,24.5848,-1.0,4.94451,235
14839,chr6,62775410,62775880,.,622,.,24.4892,-1.0,4.94451,235
14840,chr6,80425263,80425733,.,721,.,24.4463,-1.0,4.94451,235
14841,chr6,29834972,29835442,.,576,.,24.40244,-1.0,4.94451,235
14842,chr6,44469943,44470413,.,541,.,24.35026,-1.0,4.94451,235
14843,chr6,159633125,159633595,.,759,.,24.18896,-1.0,4.94451,235
14844,chr6,100460520,100460990,.,644,.,24.10324,-1.0,4.94451,235
14845,chr6,89597950,89598420,.,663,.,24.03355,-1.0,4.94451,235
14846,chr6,112879744,112880214,.,553,.,23.98692,-1.0,4.94451,235
14847,chr6,168315033,168315503,.,737,.,23.95774,-1.0,4.94451,235
14848,chr6,34867469,34867939,.,745,.,23.95031,-1.0,4.94451,235
14849,chr6,18302753,18303223,.,594,.,23.77396,-1.0,4.94451,235
14850,chr6,161375120,161375590,.,742,.,23.75691,-1.0,4.94451,235
14851,chr6,33345396,33345866,.,620,.,23.61982,-1.0,4.94451,235
14852,chr6,125220589,125221059,.,724,.,23.61372,-1.0,4.94451,235
14853,chr6,16713136,16713606,.,716,.,23.60478,-1.0,4.94451,235
14854,chr6,12292279,12292749,.,636,.,23.54086,-1.0,4.94451,235
14855,chr6,113121888,113122358,.,688,.,23.50093,-1.0,4.94451,235
14856,chr6,159762258,159762728,.,754,.,23.48616,-1.0,4.94451,235
14857,chr6,75284621,75285091,.,641,.,23.42968,-1.0,4.94451,235
14858,chr6,40550403,40550873,.,584,.,23.37343,-1.0,4.94451,235
14859,chr6,168356090,168356560,.,590,.,23.32505,-1.0,4.94451,235
14860,chr6,24494691,24495161,.,727,.,23.2975,-1.0,4.94451,235
14861,chr6,116217152,116217622,.,582,.,23.28276,-1.0,4.94451,235
14862,chr6,33535078,33535548,.,704,.,23.26064,-1.0,4.94451,235
14863,chr6,39791263,39791733,.,687,.,23.2092,-1.0,4.94451,235
14864,chr6,32838661,32839067,.,1000,.,23.16216,-1.0,4.94451,382
14865,chr6,75297346,75297816,.,672,.,23.12127,-1.0,4.94451,235
14866,chr6,8983149,8983544,.,1000,.,23.11222,-1.0,4.94451,388
14867,chr6,142473097,142473567,.,666,.,23.05969,-1.0,4.94451,235
14868,chr6,18043139,18043609,.,542,.,23.02617,-1.0,4.94451,235
14869,chr6,126312221,126312691,.,664,.,22.79461,-1.0,4.94451,235
14870,chr6,163655172,163655642,.,712,.,22.76813,-1.0,4.94451,235
14871,chr6,23180638,23181108,.,554,.,22.75043,-1.0,4.94451,235
14872,chr6,167796249,167796719,.,670,.,22.73746,-1.0,4.94451,235
14873,chr6,39389257,39389727,.,749,.,22.71434,-1.0,4.94451,235
14874,chr6,169326337,169326807,.,592,.,22.65752,-1.0,4.94451,235
14875,chr6,45991123,45991593,.,597,.,22.61133,-1.0,4.94451,235
14876,chr6,34055379,34055849,.,679,.,22.5896,-1.0,4.94451,235
14877,chr6,35342183,35342620,.,728,.,22.5366,-1.0,4.94451,408
14878,chr6,118776699,118777169,.,540,.,22.44589,-1.0,4.94451,235
14879,chr6,24667104,24667574,.,632,.,22.44076,-1.0,4.94451,235
14880,chr6,16771121,16771591,.,810,.,22.36657,-1.0,4.94451,235
14881,chr6,815321,815791,.,583,.,22.31464,-1.0,4.94451,235
14882,chr6,35731876,35732346,.,681,.,22.27578,-1.0,4.94451,235
14883,chr6,42879690,42880160,.,725,.,22.26336,-1.0,4.94451,235
14884,chr6,94071843,94072313,.,541,.,22.17643,-1.0,4.94451,235
14885,chr6,37649887,37650357,.,583,.,22.10071,-1.0,4.94451,235
14886,chr6,52577305,52577775,.,640,.,22.05791,-1.0,4.94451,235
14887,chr6,139374265,139374735,.,586,.,22.03259,-1.0,4.94451,235
14888,chr6,33762356,33762826,.,599,.,22.02976,-1.0,4.94451,235
14889,chr6,166435481,166435951,.,674,.,21.93466,-1.0,4.94451,235
14890,chr6,142388388,142388858,.,603,.,21.89394,-1.0,4.94451,235
14891,chr6,111105616,111106086,.,721,.,21.89027,-1.0,4.94451,235
14892,chr6,127554387,127554857,.,601,.,21.85464,-1.0,4.94451,235
14893,chr6,10275186,10275656,.,630,.,21.84188,-1.0,4.94451,235
14894,chr6,21522988,21523458,.,617,.,21.82987,-1.0,4.94451,235
14895,chr6,108560493,108560963,.,659,.,21.78998,-1.0,4.94451,235
14896,chr6,20875337,20875807,.,635,.,21.74852,-1.0,4.94451,235
14897,chr6,53734946,53735416,.,616,.,21.72148,-1.0,4.94451,235
14898,chr6,39159628,39160098,.,632,.,21.66368,-1.0,4.94451,235
14899,chr6,36579593,36580063,.,597,.,21.65947,-1.0,4.94451,235
14900,chr6,114453594,114454064,.,584,.,21.65559,-1.0,4.94451,235
14901,chr6,89638452,89638922,.,665,.,21.64005,-1.0,4.94451,235
14902,chr6,36423302,36423772,.,740,.,21.61577,-1.0,4.94451,235
14903,chr6,133240640,133241110,.,629,.,21.59834,-1.0,4.94451,235
14904,chr6,26659527,26659997,.,664,.,21.55368,-1.0,4.94451,235
14905,chr6,150905763,150906233,.,649,.,21.55205,-1.0,4.94451,235
14906,chr6,37791416,37791844,.,1000,.,21.4903,-1.0,4.94451,422
14907,chr6,42452938,42453408,.,610,.,21.45017,-1.0,4.94451,235
14908,chr6,122093749,122094219,.,565,.,21.3125,-1.0,4.94451,235
14909,chr6,46849205,46849323,.,831,.,21.1487,-1.0,4.94451,117
14910,chr6,152338810,152338965,.,1000,.,21.14592,-1.0,4.94451,122
14911,chr6,53493076,53493546,.,685,.,21.08134,-1.0,4.94451,235
14912,chr6,24495077,24495547,.,692,.,21.05108,-1.0,4.94451,235
14913,chr6,29702638,29703108,.,1000,.,20.90611,-1.0,4.94451,235
14914,chr6,160730885,160731355,.,593,.,20.88682,-1.0,4.94451,235
14915,chr6,13336444,13336862,.,1000,.,20.7375,-1.0,4.94451,406
14916,chr6,124961864,124962334,.,673,.,20.73237,-1.0,4.94451,235
14917,chr6,17091089,17091559,.,659,.,20.69193,-1.0,4.94451,235
14918,chr6,28841223,28841693,.,652,.,20.68423,-1.0,4.94451,235
14919,chr6,40577628,40578098,.,690,.,20.65278,-1.0,4.94451,235
14920,chr6,107611299,107611769,.,681,.,20.49787,-1.0,4.94451,235
14921,chr6,87277097,87277567,.,603,.,20.43615,-1.0,4.94451,235
14922,chr6,95923438,95923908,.,606,.,20.32714,-1.0,4.94451,235
14923,chr6,26493257,26493727,.,628,.,20.31668,-1.0,4.94451,235
14924,chr6,4321740,4322210,.,643,.,20.29554,-1.0,4.94451,235
